name,name_en,genre,type,rating,synopsis
Hasami Togi,,"Music, Kids",Music,,man sings a song while sharpening scissors as a part of his mobile business.
Bubble Bath,,"Music, Kids",Music,,"girl sings about bubble baths. She talks about the different scented oils she uses, the flowers she decorates around it, and how relaxed she feels taking them."
Hamburger no Tsukurikata,,"Music, Kids",Music,,genie chef appears to fulfill the request of some children: making hamburger steaks for dinner!
Katasumi no Uroko,Scutes on my mind,"Adventure, Drama, Fantasy",Movie,6.4,The scutes glisten in the corner of her mind and she starts to dig her memories up. What was like the museum director she encountered when she was lost?
Ginga Eiyuu Densetsu: Die Neue These - Seiran 1,,"Action, Drama, Military, Sci-Fi, Space",Movie,7.97,"The Free Planets Alliance's invasion of the Galactic Empire has failed after supply mismanagement led to heavy losses. Unwilling to abort the expedition despite being greatly outnumbered, Fleet Admiral Lazar Lobos orders the remaining Alliance fleets to gather in the Amritsar Starzone for a final stand against the incoming counterattack. Strategic genius Fleet Admiral Reinhard von Lohengramm leads the Imperial forces into this decisive battle with an overwhelming advantage. However, his rival, tactical magician Vice Admiral Yang Wen-li of the Alliance, once again makes up for the incompetence of his superiors and stages a narrow escape for himself and his fellow soldiers. Though both Reinhard and Yang are displeased with the outcome—the former for his imperfect victory and the latter for the tremendous casualties—their attention must turn to the bubbling political unrest on both sides of the galaxy."
Ginga Eiyuu Densetsu: Die Neue These - Seiran 2,,"Action, Drama, Military, Sci-Fi, Space",Movie,8.09,"arquis Reinhard von Lohengramm's plot to destabilize the Free Planets Alliance succeeds when the treacherous former Rear Admiral Arthur Lynch instigates a coup on Heinessen. Equipped with a plan crafted by Reinhard himself, Lynch encourages his longtime friend Admiral Dwight Greenhill to supervise the National Salvation Military Council's toppling of the civilian government. Seeking to defend democracy and restore the Alliance constitution, Admiral Yang Wen-li faces off against his fellow citizens—and, regrettably, the father of his devoted adjutant Lieutenant Frederica Greenhill. Now with the Free Planets Alliance thoroughly occupied with their own internal matters, the forces of the Galactic Empire can safely suppress the newly formed Lippstadt League led by Duke Otto von Braunschweig. However, with his friend and loyal subordinate High Admiral Siegfried Kircheis fighting far away in the noble-controlled frontier regions, Reinhard increasingly relies on the advice of the ruthless Vice Admiral Paul von Oberstein, whose influence within the esteemed Lohengramm admiralty steadily grows. Though bloodshed is inevitable on both sides of the galaxy, Yang Wen-li of the Alliance and Reinhard von Lohengramm of the Empire each ask themselves the same questions: how will history look back on their actions? Will the ends justify the means?"
Ginga Eiyuu Densetsu: Die Neue These - Seiran 3,,"Action, Drama, Military, Sci-Fi, Space",Movie,8.22,"he behest of Admiral Yang Wen-li, defected intelligence officer Commander Baghdash makes an emergency broadcast announcing that the National Salvation Military Council staged a coup under the direction of the Galactic Empire. Despite the lack of physical evidence, this debilitating declaration inspires former Rear Admiral Andrew Lynch to reveal his own role in sowing discord within the Free Planets Alliance. A fatal shootout between Lynch and Admiral Dwight Greenhill acts as the final death knell to the short-lived period of martial rule. Within the Galactic Empire, footage of Duke Otto von Braunschweig's nuclear bombing of Westerland results in the dissolution of the Lippstadt League. Marquis Reinhard von Lohengramm's decision to allow the massacre for personal gain creates a rift between him and High Admiral Siegfried Kircheis, souring the taste of their inevitable victory. Now on the cusp of achieving absolute power, Reinhard is embattled by his apparent personal failings and the heavy responsibilities of leadership. Though the civil wars in both the Alliance and the Empire are coming to a close, neither side can ever regain what is lost. Yang Wen-li and Reinhard von Lohengramm each take bitter solace in the knowledge that just on the other side of the galaxy is a worthy opponent—and a true equal."
Hiromi,,"Music, Kids",Music,,song about a little girl named Hiromi who is the object of affection of a little boy.
Pink Jumon,,"Magic, Music",Music,,oman casts a magic spell on a pink spoon to pass onto her daughter so that she would always be protected.
Flamingo Waltz,,"Music, Kids",Music,,Various jungle animals come to look at the flamingos dance a waltz.
Furusato no Nai Aki,,"Music, Kids",Music,,oung woman reminisces about the autumn season.
Hedler no Yama,,"Music, Kids",Music,,"monster ""Hedler"" is born from the mountain. Who gets bigger and smellier as he eats the town's garbage. The song is meant to invoke children to pick up their trash, to not litter, and to respect the environment."
Bokunchi no Chabo,,"Music, Kids",Music,,chicken wearing glasses and a tie has a harsh voice and annoys those around him.
Hotaru Koi,,"Music, Kids",Music,,Kids go looking for fireflies in the night.
Power Powan,,"Kids, Music",Music,,
Ponta Monogatari,,"Kids, Music, Supernatural",Music,,song about a tanuki named Ponta who struggles using his tanuki powers.
Mama Gomennasai,,"Music, Kids",Music,,little boy apologizes to his mom about all the bad pranks he's been pulling.
Mama no Earring,,"Music, Kids",Music,,little girl adores her mother's pearl earrings.
Mama no Kekkon,,"Music, Kids",Music,,oung girl sings about her mother's re-marriage and how happy she feels that her mom found love.
Minna no Umi,,"Music, Kids",Music,,little boy reminisces his time at the beach with his grandmother now that she had passed away.
Meiwaku Danchi,,"Music, Kids, School",Music,,"6 children sit in front of the classroom and constantly gossip. When one of them is absent for three days due to a cold, the rest remain quiet as they don't want to leave the other child out from day-to-day gossip."
Yasashii Kaze,,"Music, Kids",Music,,ce wind blows gently on some children at a park.
Yasashi-sa no Tamatebako,,"Music, Kids",Music,,own full of anthropomorphic animals shows kindness to each other.
Yukai na Mezamashi Tokei,,"Music, Kids",Music,,song about an alarm clock being used every day.
Reset,,"Kids, Music",Music,,"Sometimes when you feel like you've failed, you want to press a reset button to start over."
Lu La La,,"Music, Kids",Music,,man receives a strange egg for Christmas which hatches a heart creature.
Waga Na wa Cowboy,,"Music, Kids",Music,,child plays cowboy with their wooden horse.
One Nyan Monogatari,,"Kids, Music",Music,,stray dog falls in love with a pampered cat.
Wonderful World: Ganmen Shintaisou,,"Music, Kids",Music,,himsical calisthenics song about how wonderful the world is from grand things like romantic proposals to mundane things like good dental care.
Ichiendama no Tabigarasu,,"Adventure, Music, Samurai",Music,,one-yen coin becomes a samurai in search of adventure and love.
Ima demo Senchou to Yobarete iru Senchou no Yoru,,"Music, Kids",Music,,sea captain enjoys a nice night slumber at home. But he ponders about all the adventures he'd had before finally drifting off.
Shiyan Pin Jiating,Frankenstein Family,"Sci-Fi, Slice of Life",ONA,6.35,"Tanis's parents are mad scientists who live outside of normal society. They locked up their own children on an isolated island and did experiments on them in secret, turning Tanis's older brother and three older sisters into strange creatures. One day, their parents were arrested, and the siblings were moved to another island by the welfare office. The trouble is that none of the siblings except Tanis know how to interact in modern day society..."
Na mo Nai Hana no Youni,,"Music, Kids",Music,,Various people take care of their pet dogs.
Yumehito: Yumejin,,"Music, Kids",Music,,university student dreams of becoming a ballet dancer. She feels like she can't ever achieve it but goes through a period of self-reflection of what makes her happy.
Koinu no Blue,,"Music, Kids",Music,,man plays with his puppy through the different seasons but the dog passes away. The man feels blue that he lost his best friend but doesn't regret the time he spent with it.
Kozou no Koushin,Baby Elephant Walk,"Music, Kids",Music,,"Japanese rendition of Henry Mancini's song Baby Elephant Walk which was originally created for the 1962 American film ""Hatari!""."
Chiisana Tegami,,"Music, Kids",Music,,Various people try to write a small letter to those significant in their lives.
Kawa wa Dare no Mono?,,"Music, Kids",Music,,"song about how the rain becomes rivers, how the rivers give life, and how the rivers become wide open seas."
"Attakai, Fuyu Canada",,Slice of Life,ONA,6.37,Japanese tourism promotion anime inviting Japanese people to visit Canada. The anime is sponsored by the Canada Tourism Bureau (Canada Kankou Kyoku) which celebrates its 150th anniversary.
Kenja no Mago,Wise Man's Grandchild,"Action, Comedy, Magic, Romance, Fantasy",TV,6.54,"In the kingdom of Earlshide, Merlin Walford was once regarded as a national hero, hailed for both his power and achievements. Preferring a quiet life however, he secludes himself deep in the rural woods, dedicating his time to raising an orphan that he saved. This orphan is Shin, a normal salaryman in modern-day Japan who was reincarnated into Merlin's world while still retaining his past memories. As the years pass, Shin displays unparalleled talent in both magic casting and martial arts, much to Merlin's constant amazement. On his 15th birthday however, it becomes apparent that Shin only developed his combat skills and nothing else, leaving him with blatant social awkwardness, a lack of common sense, and a middling sense of responsibility. As a result, Shin enrolls in the kingdom's Magic Academy to hone his skills and mature among other teenagers. However, living a normal life is impossible, as he is established as a local celebrity almost as soon as he arrives. Kenja no Mago follows Shin Walford's high school life in the capital as he makes new friends, learns about the world, and fights off the various forces of evil surrounding him and his city."
Yodel no Onna,,"Music, Comedy",TV,5.36,The sound of yodeling will appear when you least expect it.
Littleforestmello,Littleforestfellow,Kids,ONA,,"oductory anime of Littleforestfellow , who is a rabbit boy and the second cousin of My Melody. He is nicknamed ""Mello"" (めろぉ). He really likes My Melody and likes to collect buttons with her. His birthday is on January 18th, just like My Melody."
Mushinin,,"Samurai, Shounen",ONA,,Bandai's new toy line for boys: Mushinin . It combines bugs (mushi) and ninja (nin). The anime follows the various characters as they train in their ninja arts at a local playground.
Koneko no Chi: Ponponra Dairyokou,,Slice of Life,TV,6.49,"The second season of Koneko no Chii: Ponponra Daibouken is an original story written by mangaka Kanata Konami with ""travel"" as theme."
Katsugeki/Touken Ranbu Movie,,"Action, Samurai, Fantasy",Movie,,
Zhandou Wang Zhi Jufeng Zhan Hun,Infinity Nado,"Action, Kids, Shounen",TV,6.38,"Dawn and Athas find a mysterious sleeping boy, Pandora, who suffers from amnesia after he comes around. When Pandora just arrives at Freewheel Town, he becomes the chasing target of an organization called Ancient Hunter Group, which demands of him to carry out the ""Great Mission"". Under the attack of Jin and his friends, Ancient Hunter Group is temporarily repelled. With the assistance of Jin and his friends, Pandora gradually gets used to life in this world and his skill on top is much improved.Can Pandora regain his memories? What is his ""Great Mission""? The story will tell you......"
Princess Principal: Ange Report,,"Action, Mystery",ONA,6.49,Chronological summary of episode 1 to 8 of Princess Principal .
Zhandou Wang Zhi Jufeng Zhan Hun 2,Infinity Nado 2,"Action, Kids, Shounen",TV,,
Zhandou Wang Zhi Jufeng Zhan Hun 3,Infinity Nado 3,"Action, Kids, Shounen",TV,,"Jin, Dawn, Cecilia and Davis help Pandora build up a new world. However, they all lost their memories and become the normal kids that purely like playing nados. Jin attains a mysterious nado when he is wandering, and the other three kids have also got the mysterious nados. Due to the misunderstanding, they four start a battle. Through the battle, they recall their memories, and become good friends again. They work together to smash the scheme of the evil spirit “Hellish ghost”, who want to destroy the world. They take part in the “The Most Powerful Nado Player’s Championship”, who finally defeated the destroyers and protect the world and Infinity Nado."
Zhanguo Fan,,"Fantasy, Magic, Martial Arts, Super Power",ONA,,
Zhen Gyi Hong Shi,World Peacekeepers,"Action, Military, Sci-Fi, Adventure, Mecha",TV,,"This series, which is set in the future, is about several events that break out after troops successfully rescued a teenager who was kidnapped by the mysterious Black Armors. Ever since Marty had his first contact with the Black Armors and was subsequently rescued, he has been found to possess mysterious prophetic abilities as he is able to see the future in fragmented visions portraying an avalanche, a tsunami, a storm and other catastrophes. These disasters will always come true after Marty experiences the prophetic visions, but he is unable to predict accurately when and where they will occur. When the government learns about this, a unit is sent to protect Marty, and World Peacekeepers, abbreviated as WPK, is established to fight against the Black Armors. In order to defeat the Black Armors, the government grants permission for World Peacekeepers to use Ammobots – mechanical armors which have been developed over many years. After several battles with the Black Armors, the World Peacekeepers realizes that they are actually linked to the unusual natural disasters and discovers that they originate from a small planet called Mirzam, which is outside the solar system. Their real intention is to seize the abundant ecological resources on Earth and when these resources are seized, the ecosystem will lose its balance, thus leading to natural disasters."
One Room Second Season,,Slice of Life,TV,6.13,Second season of One Room .
Toaru Majutsu no Index III,A Certain Magical Index III,"Action, Sci-Fi, Super Power, Magic",TV,6.76,"Touma Kamijou can't catch a break. After the invasion of Academy City, political tensions continue to rise as both the science and magic factions collide head on. It appears that Academy City intends to declare war against the Roman Catholic Church, consequently plunging the whole world into global warfare. Touma soon finds himself on the front lines once again, striving to protect his friends and allies. Toaru Majutsu no Index III serves as the last installment of the original franchise as Touma, Accelerator, and the true Level 0 Shiage Hamazura continue their separate journeys, leading up to the final act of the original light novel series."
Mobile Suit Gundam: Twilight Axis - Akaki Zan-ei,,"Action, Military, Sci-Fi, Space, Mecha",Movie,5.67,Compilation film of Mobile Suit Gundam: Twilight Axis .
Sword Art Online Movie: Ordinal Scale - Sword Art Offline,,Comedy,Special,6.89,
Ku Pao Ying Xiong,,"Action, Adventure, Fantasy, Game, Magic",TV,5.69,The animation tells the story of Xiao Shuai who has gone into a cool running world by accident and is embroiled in a dispute between parkour colleges.
Bokura no Ashita: Freeter no Genjou ni Kansuru Wakamono e no Shuuchi Kouhou Jigyou,,Slice of Life,ONA,,"The video centers on Takumi Shimamoto, a 22-year-old freeter who quit college in his second year under the pretense of finding something that interests him to pursue. He's been working part-time jobs for about two years. He runs into a classmate from high school named Ayaka Yoshimura. She is about to graduate from college and is thinking about her job prospects. Ayaka is considering doing part-time work for the time being because there is not a job in particular that she wants to do."
Touken Ranbu: Hanamaru - Makuai Kaisouroku,,"Action, Slice of Life, Comedy, Historical, Drama, Fantasy",Movie,6.46,cap movie of Touken Ranbu: Hanamaru .
Lord of Vermilion IV,,"Game, Fantasy",ONA,,"mated commercials for Square Enix's 4th installment of the arcade-based fantasy collectible card game. The commercials feature various characters talking to the viewer giving backstory to the game (Tokyo 2030 post-apocalypse world due to bio-terrorism), their particular character cards, and demanding the viewer use their powers to their full ability to take back the world."
Still,,Music,Music,5.9,Official music video for the song Still by the fictional band Irodorimidori . It is the 18th song in the franchise.
Wo de Tian Jie Nu You,My Cultivator Girlfriend,"Adventure, Super Power, Supernatural, Romance, Fantasy",ONA,6.57,"In the modern cultivation world, everywhere is law of the jungle, everyone feels insecure. After saving a cultivatior girl, the security guard Ma Yingxiong accidentally starts the journey of practicing cultivation."
Boku no Hero Academia 3rd Season,My Hero Academia 3,"Action, Comedy, Super Power, School, Shounen",TV,8.25,"s summer arrives for the students at UA Academy, each of these superheroes-in-training puts in their best efforts to become renowned heroes. They head off to a forest training camp run by UA's pro heroes, where the students face one another in battle and go through dangerous tests, improving their abilities and pushing past their limits. However, their school trip is suddenly turned upside down when the League of Villains arrives, invading the camp with a mission to capture one of the students. Boku no Hero Academia 3rd Season follows Izuku ""Deku"" Midoriya, an ambitious student training to achieve his dream of becoming a hero similar to his role model—All Might. Being one of the students caught up amidst the chaos of the villain attack, Deku must take a stand with his classmates and fight for their survival."
Soukou Musume Senki,LBX Girls,"Action, Military, Fantasy",TV,5.3,"In an unplanned field trip, Riko is transported to an alternate Japan where metal-based life forms known as Mimesis ravage the world. Only girls equipped with LBX armored weaponry can stand up to this scourge. Joined by four other displaced young women, Riko will have to adapt to save humanity. The hope of a planet now rests on these heavy metal soldiers who desire one wish—to return home again!"
"Pakomane: Watashi, Kyou kara Meimon Yakyuubu no Seishorigakari ni Narimasu... The Animation",,Hentai,OVA,6.54,
Oshushi Da yo,Oshushidayo,"Comedy, Slice of Life",ONA,,
Digimon Adventure tri. 6: Bokura no Mirai,Digimon Adventure tri. Future,"Action, Adventure, Comedy, Drama",Movie,7.22,Sixth and final Digimon Adventure tri film.
Shoujo Shuumatsu Jugyou,,"Comedy, Parody, School",ONA,6.48,"Super deformed parody shorts of Shoujo Shuumatsu Ryokou streamed on Kadokawa's official YouTube channel. They follow Chito and Yuuri in a classroom setting exploring what ""school"" might have been for people when civilization was still around."
Tada-kun wa Koi wo Shinai,Tada Never Falls in Love,"Comedy, Romance, Slice of Life",TV,7.55,"ove has never really been a concern for Mitsuyoshi Tada, and as the aspiring photographer enters his second year of high school, it truthfully couldn't be further from his mind. However, things just might change after he meets a bright and bubbly foreigner named Teresa Wagner while he was taking pictures of a cherry blossom tree. Nevertheless, after she asks him to photograph her, the two soon separate... only to meet each other again twice more that same day! Finding Teresa just as she is caught in a sudden downpour, Tada invites her to his family's coffee shop to dry off. There, she explains that she was separated from her traveling companion, a no-nonsense redhead named Alexandra ''Alec'' Magritte. When Alec reunites with Teresa shortly after, they say their goodbyes, expecting to part ways for good—but the two unexpectedly show up as transfer students in his class the next day. Teresa and Alec quickly get used to their lives at Koinohoshi High School and decide to join Tada in the photography club, along with his narcissistic friend Kaoru Ijuuin, the idol-obsessed Hajime Sugimoto, serious class rep Hinako Hasegawa, and the dog-like Kentarou Yamashita. With these two peculiar additions to his equally eccentric group of friends, Tada's second year of high school is about to get even livelier, and he might need to start rethinking his approach to love."
Love Live! Sunshine!! Recap,,Music,Special,6.76,Narrated recap of the first season of Love Live! Sunshine!! . Aired a week prior to the start of the second season.
Sword Art Online: Alicization,Sword Art Online:Alicization,"Action, Game, Adventure, Romance, Fantasy",TV,7.57,"The Soul Translator is a state-of-the-art full-dive interface which interacts with the user's Fluctlight—the technological equivalent of a human soul—and fundamentally differs from the orthodox method of sending signals to the brain. The private institute Rath aims to perfect their creation by enlisting the aid of Sword Art Online survivor Kazuto Kirigaya. He works there as a part-time employee to test the system's capabilities in the Underworld: the fantastical realm generated by the Soul Translator. As per the confidentiality contract, any memories created by the machine in the virtual world are wiped upon returning to the real world. Kazuto can only vaguely recall a single name, Alice, which provokes a sense of unease when mentioned in reality. When Kazuto escorts Asuna Yuuki home one evening, they chance upon a familiar foe. Kazuto is mortally wounded in the ensuing fight and loses consciousness. When he comes to, he discovers that he has made a full-dive into the Underworld with seemingly no way to escape. He sets off on a quest, seeking a way back to the physical world once again."
Sword Art Online Alternative: Gun Gale Online,,"Action, Fantasy, Game, Military, Sci-Fi",TV,7.07,"Clad in desert pink and the size of a mere child, the infamous ""Pink Devil"" mercilessly hunts down other players in the firearm-centered world of the virtual reality game Gun Gale Online. But in real life, this feared player killer is not quite who anyone would expect. A shy university student in Tokyo, Karen Kohiruimaki stands in stark contrast to her in-game avatar—in fact, she happens to stand above everyone else too, much to her dismay. Towering above all the people around her, Karen's insecurities over her height reach the point where she turns to the virtual world for an escape. Starting game after game in hopes of manifesting as a cute, short character, she finally obtains her ideal self in the world of Gun Gale Online. Overjoyed by her new persona, she pours her time into the game as LLENN, garnering her reputation as the legendary player killer. However, when one of LLENN's targets gets the best of her, she ends up meeting Pitohui, a skilled yet eccentric woman. Quickly becoming friends with Karen, Pitohui insists that LLENN participates in Squad Jam, a battle royale that pits teams against one another, fighting until only one remains. Thrust into the heated competition, LLENN must fight with all her wit and will if she hopes to shoot her way to the top."
Drifters (OVA),Drifters,"Action, Adventure, Comedy, Fantasy, Historical, Samurai, Seinen",OVA,7.57,"Despite the Ends’ attack on Verlina being successfully repelled, the war has not yet ended. With the monster armies regrouping, the Black King tightens his grasp on the already conquered territory. New conflicts erupt all across Orte, as its remaining forces struggle to retain control over long-oppressed demi-human races. While Ends grow more potent each day, Toyohisa Shimazu remains unconscious after heavy injuries suffered during the Battle of Verlina. Facing enemies on every side, humanity’s fate is still on a knife's edge."
B-Project: Zecchou*Emotion,,"Music, Shoujo",TV,6.71,Second season of B-Project: Kodou*Ambitious .
Princess Principal Picture Drama,,"Action, Drama, Mystery",Special,6.36,Picture dramas bundled with the Blu-ray and DVD volumes.
Lalala Lala-chan ★Uchuu ni Muchuu★,,"Adventure, Kids, Fantasy",TV,,"alien named Luckle from the planet Lucky Star crashes their spaceship in Mori Town. He has the ability to give ""lucky"" or ""unlucky"" outcomes to people via telekinesis. Lala-chan helps him get to safety but in doing so, the town (and her friends) thinks she's harboring a dangerous being using it to do crimes no thanks to Salmiakki. Unfortunately a darker power lurks to bring wickedness upon Mori Town by corrupting Salmiakki even further."
Beachside Lover,,Music,Music,5.2,Official music video for the international multinational band The Hotpantz' song Beachside Lover .
Doupo Cangqiong,,"Action, Adventure, Comedy, Supernatural, Romance",ONA,7.32,"In a land where no magic is present. A land where the strong make the rules and weak have to obey. A land filled with alluring treasures and beauty, yet also filled with unforeseen danger. Three years ago, Xiao Yan, who had shown talents none had seen in decades, suddenly lost everything. His powers, his reputation, and his promise to his mother. What sorcery has caused him to lose all of his powers? And why has his fiancee suddenly shown up?"
Road to You,,"Drama, Romance",ONA,6.8,"Commercials by Dunlop Tyres Japan for their Winter Maxx tire line. Episode 1 (Kimi e to Tsuzuku Michi) (The Road That Goes on to You): The anime short's story is set in a certain snowy land and centers on the intermingling feelings of three groups of men and women: a couple, a parent and child, and coworkers. Episode 2 (Hoshifuru Oka no Yakusoku) (Promise of the Starry Hill): College student Yui was suddenly invited by her mother to visit an observatory on her 20th birthday. Yui has to travel along snow-covered roads to reach the observatory. The visit makes Yui remember going to the same observatory with her late father on every birthday when she was a small child. Episode 3 (Kioku ni Mau Konayuki) (The Snow that Dances in Memories): Tells a tragic teen love story about two childhood friends who fall in love only to part ways when the girl decides to study abroad in France."
Esoragoto Spiral,A Fiction Spiral,"Music, Psychological, School",Music,6.18,"Esoragoto Spiral focuses on Seisa, the representative of the Going Home Club, who is lost in her thoughts and tries to fabricate herself by gathering some aspects of bitterness and sweetness. The music video itself was published online and has not been released on any DVD yet."
Mekakucity Records,,"Music, Psychological, Sci-Fi",Music,7.54,"kakucity Records follows Mekakucity Days , and continues to tell the stories of the ""Mekakushi-dan"" members. Yobanashi Deceive Tonight, again, Shuuya Kano will tell a story. This is the story of a natural born liar, whose red-eye ability grants him the power to deceive, changing his appearance on a whim. But this poor boy no longer remembers his true self. Behind the mask is Kano himself, but this story is surely another lie... right? Lost Time Memory In one's life, there are many choices. Shintarou Kisaragi, haunted by the decisions of his past, locks himself in his room to cope. But still, he has choices. To persevere, he may finally be able to move on. Or will he remain in the past, only to drown in his regrets? No matter his choice, he will be forced to remember. Ayano no Koufuku Riron Ayano Tateyama's family expands when her parents adopt three red-eyed orphans. Sadness clings to these children, but Ayano wants to be the best big sister for them. Donning a red scarf, she shows the beauty of their red eyes and starts a secret club called the Mekakushi-dan. Ayano's family is her bliss, and she will do whatever it takes to protect their happiness."
Overlord Movie: Ple Ple Pleiades,,"Action, Comedy, Magic, Fantasy",Special,6.87,Specials bundled with the Blu-ray and DVD volumes of Overlord Movies 1 and 2 featuring simplified character animations.
Arslan Senki (TV): Fuujin Ranbu - Arsen 4-koma Gekijou,,Comedy,Special,6.38,Bundled with the Blu-ray/DVD volumes of Arslan Senki (TV): Fuujin Ranbu .
Cinderella Girls Gekijou: Kayou Cinderella Theater 2nd Season,THE IDOLM@STER CINDERELLA GIRLS Theater (Web) 2nd Season,Comedy,ONA,6.53,Bonus segments of Cinderella Girls Gekijou 2nd Season streamed on The iDOLM@STER Cinderella Girls Mobage following the television broadcast.
MahoYome: Aisatsu,,Parody,ONA,6.04,"The official Twitter account for Mahoutsukai no Yome began streaming an episode 0 of the MahoYome anime shorts on Tuesday. In the episode, Chise, Elias, and Ruth debate about who should speak, and Chise eventually introduces the anime."
MahoYome,,Parody,ONA,6.65,"s the television anime Mahoutsukai no Yome debuts a new episode every week, one new 30-second episode of the series of shorts will debut every week on the official Twitter every Tuesday. The previous week's episode will no longer be available when each new episode debuts."
Fuwafuwa Hour: Pui Pui & Muu Muu,,"Kids, Fantasy",TV,,"Fairies living in a fluffy forest, where both flowers and trees are fluffy. Follow a witch's trouble-maker apprentices Pui Pui and Muu Muu."
Ulysses: Jehanne Darc to Renkin no Kishi,Ulysses:Jeanne d'Arc and the Alchemist Knight,"Action, Fantasy",TV,5.35,"The story is set in the 15th century, during the Hundred Years' War between France and England over the succession to the French throne. Montmorency, the son of a noble, immerses himself in the studies of magic and alchemy at a royal knight training school. However, following France's crushing defeat at Agincourt, the school is dissolved. Having lost everything and now a wanted man, Montmorency, who had just become an alchemist, encounters a mysterious village girl named Jehanne."
Tokyo Ghoul:re,,"Action, Psychological, Supernatural, Mystery, Drama, Horror, Seinen",TV,6.53,"Two years have passed since the CCG's raid on Anteiku. Although the atmosphere in Tokyo has changed drastically due to the increased influence of the CCG, ghouls continue to pose a problem as they have begun taking caution, especially the terrorist organization Aogiri Tree, who acknowledge the CCG's growing threat to their existence. The creation of a special team, known as the Quinx Squad, may provide the CCG with the push they need to exterminate Tokyo's unwanted residents. As humans who have undergone surgery in order to make use of the special abilities of ghouls, they participate in operations to eradicate the dangerous creatures. The leader of this group, Haise Sasaki, is a half-ghoul, half-human who has been trained by famed special class investigator, Kishou Arima. However, there's more to this young man than meets the eye, as unknown memories claw at his mind, slowly reminding him of the person he used to be."
Rokuhoudou Yotsuiro Biyori,Yotsuiro Biyori,"Slice of Life, Seinen",TV,7.61,"Kyousui ""Sui"" Tougoku inherits a traditional Japanese-style cafe called Rokuhoudou from his grandfather, which he manages alongside Gregorio ""Gure"" Valentino, Tokitaka Nagae, and Tsubaki Nakao. Their hospitality par excellence undoubtedly turns any one-time visitor into a regular. Having gone through their own share of trials and tribulations, the staff at this modest cafe do their best to serve their customers—whether it be through tea, sweets, or even helping with the various troubles one may have. Although most days pass pleasantly, the small world of Sui and his friends takes an unexpected path when their reputation as a cafe flourishes overnight."
Dies Irae: To the Ring Reincarnation,,"Action, Super Power, Magic",ONA,6.03,Episodes 12–17 of Dies Irae released exclusively on the web.
Beatless,,"Action, Drama, Romance, Sci-Fi",TV,6.2,"h great advancements in technology, mankind has created hIEs, human-like robots that act as public and personal servants for society. Unlike many others, the kind-hearted high school student Arato Endou treats hIEs as equals, but his financial situation keeps him from ever owning one. However, his normal life is shattered when an ordinary run to the local grocery store goes horribly awry. Viciously assaulted by a hacked hIE, Arato is on the verge of death; but luckily, he is saved by an abnormal hIE carrying a weaponized coffin. Her name is Lacia, one of five highly advanced hIEs that recently escaped the clutches of the mysterious MemeFrame Corporation. Faced with a hacked car threatening to run them over, Lacia offers Arato a deal: in exchange for saving his life, he must register as her new owner, thus taking full responsibility for her actions. With little choice, he decides to trust this artificial girl and allows her to live in his home. Though Lacia begins to adapt to her new, peaceful lifestyle, she warns the entranced Arato of one thing—she does not have a soul."
Ninja Batman,Batman Ninja,"Action, Martial Arts, Samurai",Movie,6.13,"kham Asylum, Batman clashes with Gorilla Grodd while trying to destroy Grodd's newest invention: the Quake Engine. Amidst the chaos, the engine activates, and the entire asylum suddenly vanishes into thin air—Batman along with it. Once the dust settles, Batman finds himself standing in the middle of an unfamiliar road. He soon realizes that he is no longer in Gotham City—but instead in Feudal Japan! The amazement quickly fades as samurai descend upon him, seeking to take his life. Later on, Batman's investigation leads him to discover that the one responsible for the kill order is none other than his archnemesis, the Joker. Following an encounter with Catwoman, he learns that the asylum's criminals had teleported there two years earlier—each ruling over a piece of Japan with Joker being the dominant warlord. In order to return home, Batman must reactivate the Quake Engine, situated in the remnants of the asylum, now known as Arkham Castle. However, there is one problem: aside from his gadget belt, the arsenal that was once at his fingertips is all but gone. Ninja Batman follows the Dark Knight as he traverses a strange new environment, facing off against familiar foes in a bid to return to Gotham in one piece."
Pikotarou no Lullaby Lullaby,Pikotaro's Lullaby La La By (Web),"Comedy, Parody",ONA,5.26,"Pikotaro breaks new ground. Drawing inspiration from illustrations by director Taniguchi, he does the unthinkable: three-minute, scriptless fairy tale anime. Pikotaro is presented with classics loved around the world, including The Little Match Girl, Cinderella, and The Ugly Duckling. The mad genius who took the world by storm returns to bring you unique bedtime stories certain to rock you into absurd sleep."
Dies Irae: Irasshai Zonnenji,,"Comedy, Parody",ONA,5.57,"picture drama parody of Dies Irae , but advertised as a radio-style drama. It predominantly follows a chibi-Kasumi and chibi-Rea at the temple."
Ling Qi 2,Spiritpact:Bond of the Underworld,"Action, Comedy, Magic, Shounen Ai, Supernatural",TV,7.49,"In this new season, we will discover the backstory of Tanmoki and who will learn through his memories who was his ancestor Rakugetsu."
Dies Irae: Reimei,Dies irae:The Dawning Days,"Action, Super Power, Magic",Special,5.34,Episode 0 of Dies Irae .
